Province,District,Name,Party,,,Year,First,Last
Isabela ,2nd,Anna Cristina Go ,Nacionalista ,1,Majority ,15,Anna,Go
Isabela ,3rd,Napoleon Dy ,NPC ,1,Majority ,15,Napoleon,Dy
Isabela ,4th,Giorgidi Aggabao ,NPC ,2,Majority ,15,Giorgidi,Aggabao
Kalinga ,Lone ,Manuel Agyao ,Liberal ,2,Majority ,15,Manuel,Agyao
La Union ,1st,Victor Francisco Ortega ,Lakas ,2,Majority ,15,Victor,Ortega
La Union ,2nd,Eufranio Eriguel ,NPC ,1,Majority ,15,Eufranio,Eriguel
Laguna ,1st,Danilo Fernandez ,Liberal ,2,Majority ,15,Danilo,Fernandez
Laguna ,2nd,Timmy Chipeco ,Liberal ,3,Majority ,15,Timmy,Chipeco
Laguna ,3rd,Evita Arago ,Liberal ,2,Majority ,15,Evita,Arago
Laguna ,4th,Edgar San Luis ,NPC/Liberal ,2,Majority ,15,Edgar,Luis
Lanao del Norte ,1st,Imelda Dimaporo ,NPC ,1,Minority ,15,Imelda,Dimaporo
Lanao del Norte ,2nd,Fatima Aliah Dimaporo ,NPC ,1,Minority ,15,Fatima,Dimaporo
Lanao del Sur ,1st,Mohammed Hussein Pacasum Pangandaman ,Independent ,1,Minority ,15,Mohammed,Pangandaman
Lanao del Sur ,2nd,Pangalian Balindong ,Liberal ,2,Majority ,15,Pangalian,Balindong
Lapu-Lapu City ,Lone ,Arturo Radaza ,Lakas ,1,Minority ,15,Arturo,Radaza
Las Piñas ,Lone ,Mark Villar ,Nacionalista ,1,Majority ,15,Mark,Villar
Leyte ,1st,Ferdinand Martin Romualdez ,Lakas ,2,Minority ,15,Ferdinand,Romualdez
Leyte ,2nd,Sergio Apostol ,Liberal1,1,Majority ,15,Sergio,Apostol
Leyte ,3rd,"Andres Salvacion, Jr. ",Liberal1,2,Majority ,15,Andres,Salvacion
Leyte ,4th,Lucy Torres ,Liberal ,1,Majority ,15,Lucy,Torres
Leyte ,5th,Jose Carlos Cari ,Liberal1,1,Majority ,15,Jose,Cari
Maguindanao ,1st,Bai Sandra Sema ,Liberal ,1,Majority ,15,Bai,Sema
Maguindanao ,2nd,Simeon Datumanong ,Lakas ,3,Minority ,15,Simeon,Datumanong
Makati ,1st,Monique Lagdameo ,UNA ,1,Majority ,15,Monique,Lagdameo
Makati ,2nd,Abigail Binay ,PDP-LABAN ,2,Majority ,15,Abigail,Binay
Malabon ,Lone ,Josephine Lacson-Noel ,NPC ,2,Majority ,15,Josephine,Lacson-Noel
Mandaluyong ,Lone ,"Neptali M. Gonzales, Jr. ",Liberal ,2,Majority ,15,Neptali,Gonzales
Manila ,1st,Benjamin Asilo ,Liberal/KKK ,2,Majority ,15,Benjamin,Asilo
Manila ,2nd,Carlo Lopez ,Liberal/KKK ,1,Majority ,15,Carlo,Lopez
Manila ,3rd,Zenaida Angping ,NPC ,2,Majority ,15,Zenaida,Angping
Manila ,4th,Trisha Bonoan-David ,NUP ,2,Majority ,15,Trisha,Bonoan-David
Manila ,5th,Amado Bagatsing ,KABAKA ,2,Majority ,15,Amado,Bagatsing
Manila ,6th,Rosenda Ocampo ,Liberal/KKK ,1,Majority ,15,Rosenda,Ocampo
Marikina ,1st,Marcelino Teodoro ,Liberal1,2,Majority ,15,Marcelino,Teodoro
Marikina ,2nd,Miro Quimbo ,Liberal ,1,Majority ,15,Miro,Quimbo
Marinduque ,Lone ,Lord Allan Jay Velasco ,NUP ,1,Majority ,15,Lord,Velasco
Masbate ,1st,"Narciso Bravo, Jr. ",NUP ,3,Majority ,15,Narciso,Bravo
Masbate ,2nd,Antonio Kho ,Lakas ,2,Majority ,15,Antonio,Kho
Masbate ,3rd,Scott Davies Lanete ,NPC ,1,Majority ,15,Scott,Lanete
Misamis Occidental ,1st,Jorge Almonte ,Liberal ,1,Majority ,15,Jorge,Almonte
Misamis Occidental ,2nd,Loreto Ocampos ,Liberal ,1,Majority ,15,Loreto,Ocampos
Misamis Oriental ,1st,Peter Unabia ,Liberal ,1,Majority ,15,Peter,Unabia
Misamis Oriental ,2nd,Yevgeny Vincente Emano ,Nacionalista ,2,Majority ,15,Yevgeny,Emano
Mountain Province ,Lone ,Maximo Dalog ,Liberal1,1,Majority ,15,Maximo,Dalog
Muntinlupa ,Lone ,Rodolfo Biazon ,Liberal ,1,Majority ,15,Rodolfo,Biazon
Navotas ,Lone ,Toby Tiangco ,UNA/Navoteño ,1,Independent ,15,Toby,Tiangco
Negros Occidental ,1st,Jules Ledesma ,NPC ,2,Majority ,15,Jules,Ledesma
Negros Occidental ,2nd,Alfredo Marañon III ,NUP ,3,Majority ,15,Alfredo,Marañon
Negros Occidental ,3rd,Alfredo Benitez ,Liberal ,1,Majority ,15,Alfredo,Benitez
Negros Occidental ,4th,Jeffrey Ferrer ,Independent ,2,Majority ,15,Jeffrey,Ferrer
Negros Occidental ,5th,"Iggy Arroyo (until January 26, 2012)10",Lakas-Kampi ,3,Minority ,15,Iggy, 
Negros Occidental ,"","Alejandro Mirasol (since June 4, 2012)11",Liberal ,0,Majority ,15,Alejandro, 
Negros Occidental ,6th,Mercedes Alvarez ,Liberal ,1,Majority ,15,Mercedes,Alvarez
Negros Oriental ,1st,Jocelyn linkaichong ,Liberal ,2,Majority ,15,Jocelyn,linkaichong
Negros Oriental ,2nd,George Arnaiz ,NPC ,2,Majority ,15,George,Arnaiz
Negros Oriental ,3rd,Pryde Henry Teves ,NPC ,2,Majority ,15,Pryde,Teves
Northern Samar ,1st,Raul Daza ,Liberal ,1,Majority ,15,Raul,Daza
Northern Samar ,2nd,Emil Ong ,NUP ,2,Majority ,15,Emil,Ong
Nueva Ecija ,1st,Josefina Joson ,NPC/BALANE ,1,Majority ,15,Josefina,Joson
Nueva Ecija ,2nd,Joseph Gilbert Violago ,Liberal1,2,Majority ,15,Joseph,Violago
Nueva Ecija ,3rd,Czarina Umali ,Liberal ,2,Majority ,15,Czarina,Umali
Nueva Ecija ,4th,Rodolfo Antonino ,NUP ,3,Majority ,15,Rodolfo,Antonino
Nueva Vizcaya ,Lone ,Carlos M. Padilla ,Nacionalista/Abante ,2,Minority ,15,Carlos,Padilla
Occidental Mindoro ,Lone ,Ma. Amelita Villarosa ,Lakas ,3,Majority ,15,Amelita,Villarosa
Oriental Mindoro ,1st,Rodolfo Valencia ,Liberal1,3,Majority ,15,Rodolfo,Valencia
Oriental Mindoro ,2nd,Reynaldo Umali ,Liberal ,1,Majority ,15,Reynaldo,Umali
Palawan ,1st,Antonio C. Alvarez ,NUP ,3,Majority ,15,Antonio,Alvarez
Palawan ,2nd,Victorino Dennis Socrates ,NUP ,1,Majority ,15,Victorino,Socrates
Pampanga ,1st,Carmelo Lazatin ,Lakas ,2,Minority ,15,Carmelo,Lazatin
Pampanga ,2nd,Gloria Macapagal-Arroyo ,Lakas ,1,Minority ,15,Gloria,Macapagal-Arroyo
Pampanga ,3rd,"Aurelio Gonzales, Jr. ",NPC ,2,Majority ,15,Aurelio,Gonzales
Pampanga ,4th,Anna York Bondoc ,Nacionalista ,3,Majority ,15,Anna,Bondoc
Pangasinan ,1st,Jesus Celeste ,NPC ,1,Majority ,15,Jesus,Celeste
Pangasinan ,2nd,Leopoldo Bataoil ,NPC ,1,Majority ,15,Leopoldo,Bataoil
Pangasinan ,3rd,Maria Rachel Arenas ,Liberal ,2,Majority ,15,Maria,Arenas
Pangasinan ,4th,Gina de Venecia ,NPC ,1,Majority ,15,Gina,Venecia
Pangasinan ,5th,Carmen Cojuangco ,NPC ,1,Majority ,15,Carmen,Cojuangco
Pangasinan ,6th,Marlyn Aggabas ,NPC ,1,Majority ,15,Marlyn,Aggabas
Parañaque ,1st,Edwin Olivarez ,Liberal ,1,Majority ,15,Edwin,Olivarez
Parañaque ,2nd,Roilo Golez ,Liberal ,3,Majority ,15,Roilo,Golez
Pasay ,Lone ,Imelda Calixto-Rubiano ,Liberal ,1,Majority ,15,Imelda,Calixto-Rubiano
Pasig ,Lone ,Roman Romulo ,Liberal ,2,Majority ,15,Roman,Romulo
Quezon ,1st,Wilfrido Mark Enverga ,NPC ,2,Majority ,15,Wilfrido,Enverga
Quezon ,2nd,Irvin Alcalá ,Liberal ,1,Majority ,15,Irvin,Alcalá
Quezon ,3rd,Danilo Suarez ,Lakas ,3,Minority ,15,Danilo,Suarez
Quezon ,4th,Lorenzo Tañada III ,Liberal ,3,Majority ,15,Lorenzo,Tañada
Quezon City ,1st,Vincent Crisologo ,UNA ,3,Majority ,15,Vincent,Crisologo
Quezon City ,2nd,Winston Castelo ,Liberal ,1,Majority ,15,Winston,Castelo
Quezon City ,3rd,"Jorge Banal, Jr. ",Liberal ,1,Majority ,15,Jorge,Banal
Quezon City ,4th,"Feliciano Belmonte, Jr. ",Liberal ,1,Majority ,15,Feliciano,Belmonte
Quirino ,Lone ,Dakila Carlo Cua ,Liberal ,1,Majority ,15,Dakila,Cua
Rizal ,1st,Joel Duavit ,NPC ,1,Majority ,15,Joel,Duavit
Rizal ,2nd,"Isidro Rodriguez, Jr. ",NPC ,1,Majority ,15,Isidro,Rodriguez
Romblon ,Lone ,Eleandro Jesus Madrona ,Nacionalista[2],2,Majority ,15,Eleandro,Madrona
Samar ,1st,Mel Senen Sarmiento ,Liberal1,1,Majority ,15,Mel,Sarmiento
Samar ,2nd,Milagrosa Tan ,NPC ,1,Majority ,15,Milagrosa,Tan
San Jose del Monte ,Lone ,Arthur Robes ,Liberal1,2,Majority ,15,Arthur,Robes
San Juan ,Lone ,JV Ejercito ,PMP/Magdiwang ,1,Majority ,15,JV,Ejercito
Sarangani ,Lone ,Manny Pacquiao ,UNA/PCM ,1,Majority ,15,Manny,Pacquiao
Siquijor ,Lone ,Orlando Fua ,Lakas ,2,Minority ,15,Orlando,Fua
Sorsogon ,1st,"Salvador Escudero III (until August 13, 2012)12",Liberal[3],2,Majority ,15,Salvador, 
Sorsogon ,2nd,"Deogracias Ramos, Jr. ",Liberal ,1,Majority ,15,Deogracias,Ramos
South Cotabato ,1st,"Pedro Acharon, Jr. ",NPC ,1,Majority ,15,Pedro,Acharon
South Cotabato ,2nd,Daisy Fuentes ,NPC ,1,Majority ,15,Daisy,Fuentes
Southern Leyte ,Lone ,Roger Mercado ,NUP ,3,Majority ,15,Roger,Mercado
Sultan Kudarat ,1st,Raden Sakaluran ,Independent ,1,Majority ,15,Raden,Sakaluran
Sultan Kudarat ,2nd,Arnulfo Go ,NUP ,2,Majority ,15,Arnulfo,Go
Sulu ,1st,Tupay Loong ,NUP ,1,Majority ,15,Tupay,Loong
Sulu ,2nd,Nur-Ana Sahidulla ,NPC ,1,Majority ,15,Nur-Ana,Sahidulla
Surigao del Norte ,1st,Francisco Matugas ,Liberal ,2,Majority ,15,Francisco,Matugas
Surigao del Norte ,2nd,"Guillermo Romarate, Jr. ",Liberal ,2,Majority ,15,Guillermo,Romarate
Surigao del Sur ,1st,Philip Pichay ,Lakas ,2,Minority ,15,Philip,Pichay
Surigao del Sur ,2nd,Florencio Garay ,Liberal ,2,Majority ,15,Florencio,Garay
Taguig–Pateros ,1st,Arnel Cerafica ,Liberal/KDT ,1,Majority ,15,Arnel,Cerafica
Taguig ,2nd,Sigfrido Tiñga ,Liberal/KDT ,1,Majority ,15,Sigfrido,Tiñga
Tarlac ,1st,Enrique Cojuangco ,NPC ,1,Majority ,15,Enrique,Cojuangco
Tarlac ,2nd,Susan Yap-Sulit ,NPC ,1,Majority ,15,Susan,Yap-Sulit
Tarlac ,3rd,Jeci Lapus ,NUP ,2,Majority ,15,Jeci,Lapus
Tawi-Tawi ,Lone ,Nur Jaafar ,NPC ,3,Majority ,15,Nur,Jaafar
Valenzuela ,1st,Rexlon Gatchalian ,NPC ,2,Majority ,15,Rexlon,Gatchalian
Valenzuela ,2nd,Magtanggol Gunigundo ,Lakas ,2,Majority ,15,Magtanggol,Gunigundo
Zambales ,1st,Maria Milagros Magsaysay ,UNA ,3,Majority ,15,Maria,Magsaysay
Zambales ,2nd,Antonio M. Diaz,LM ,3,Majority ,15,Antonio,Diaz
Zambales ,"",Hermogenes Omar Ebdane III,LM/Sulong Zambales ,0,Majority ,15,Hermogenes,Ebdane
Zamboanga City ,1st,Maria Isabelle Climaco Salazar ,Liberal ,2,Majority ,15,Maria,Salazar
Zamboanga City ,2nd,Erico Basilio Fabian ,Nacionalista ,3,Majority ,15,Erico,Fabian
Zamboanga del Norte ,1st,Seth Jalosjos ,Lakas ,1,Majority ,15,Seth,Jalosjos
Zamboanga del Norte ,2nd,Rosendo Labadlabad ,Liberal ,2,Majority ,15,Rosendo,Labadlabad
Zamboanga del Norte ,3rd,Cesar Jalosjos ,Lakas ,3,Majority ,15,Cesar,Jalosjos
Zamboanga del Sur ,1st,Victor Yu ,NPC ,2,Majority ,15,Victor,Yu
Zamboanga del Sur ,2nd,Aurora Cerilles ,NPC ,1,Majority ,15,Aurora,Cerilles
Zamboanga Sibugay ,1st,Jonathan Yambao ,Nacionalista ,1,Majority ,15,Jonathan,Yambao
Zamboanga Sibugay ,2nd,"Romeo Jalosjos, Jr. ",Nacionalista ,1,Majority ,15,Romeo,Jalosjos
