Province,District,Name,Party,,Year,First,Last
Cebu ,1st ,Eduardo V. Gullas ,Nacionalista/Alayon ,2,14,Eduardo,Gullas
Cebu ,2nd ,Pablo P. Garcia ,Lakas-Kampi-CMD/1-CEBU[18] ,1,14,Pablo,Garcia
Cebu ,3rd ,Pablo John F. Garcia ,Lakas-Kampi-CMD/1-CEBU[19] ,1,14,Pablo,Garcia
Cebu ,4th ,Celestino A. Martinez III ,Liberal ,1,14,Celestino,Martinez
Cebu ,5th ,Ramon H. Durano VI ,NPC ,1,14,Ramon,VI
Cebu ,6th ,Nerissa Corazon Soon-Ruiz ,Nacionalista ,3,14,Nerissa,Soon-Ruiz
Cebu City ,1st ,Raul V. del Mar ,Liberal/BO-PK ,3,14,Raul,Mar
Cebu City ,2nd ,Antonio V. Cuenco[n 3][20] ,Lakas-Kampi-CMD/Kusug/PROMDI ,3,14,Antonio,""
Compostela Valley ,1st ,Manuel E. Zamora ,Lakas-Kampi-CMD ,3,14,Manuel,Zamora
Compostela Valley ,2nd ,Rommel C. Amatong ,Lakas-Kampi-CMD ,1,14,Rommel,Amatong
Davao City ,1st ,Prospero C. Nograles ,Lakas-Kampi-CMD ,3,14,Prospero,Nograles
Davao City ,2nd ,Vincent J. Garcia ,NPC ,3,14,Vincent,Garcia
Davao City ,3rd ,Isidro T. Ungab ,Liberal ,1,14,Isidro,Ungab
Davao del Norte ,1st ,Arrel R. Olaño ,Lakas-Kampi-CMD ,3,14,Arrel,Olaño
Davao del Norte ,2nd ,"Antonio F. Lagdameo, Jr. ",Lakas-Kampi-CMD ,1,14,Antonio,Lagdameo
Davao del Sur ,1st ,Marc Douglas C. Cagas IV ,Nacionalista ,1,14,Marc,Cagas
Davao del Sur ,2nd ,Franklin P. Bautista ,Lakas-Kampi-CMD ,1,14,Franklin,Bautista
Davao Oriental ,1st ,Nelson L. Dayanghirang ,Nacionalista ,1,14,Nelson,Dayanghirang
Davao Oriental ,2nd ,Thelma Z. Almario ,Lakas-Kampi-CMD ,1,14,Thelma,Almario
Dinagat Islands ,Lone ,Glenda B. Ecleo ,Lakas-Kampi-CMD ,3,14,Glenda,Ecleo
Eastern Samar ,Lone ,Teodolo M. Coquilla ,Lakas-Kampi-CMD ,1,14,Teodolo,Coquilla
Guimaras ,Lone ,Joaquin Carlos Rahman A. Nava ,Lakas-Kampi-CMD ,1,14,Joaquin,Nava
Ifugao ,Lone ,Solomon R. Chungalao ,Lakas-Kampi-CMD ,3,14,Solomon,Chungalao
Ilocos Norte ,1st ,"Roque R. Ablan, Jr. ",Lakas-Kampi-CMD ,3,14,Roque,Ablan
Ilocos Norte ,2nd ,"Ferdinand R. Marcos, Jr. ",Nacionalista ,1,14,Ferdinand,Marcos
Ilocos Sur ,1st ,Ronald V. Singson ,Lakas-Kampi-CMD ,1,14,Ronald,Singson
Ilocos Sur ,2nd ,Eric D. Singson ,Lakas-Kampi-CMD ,3,14,Eric,Singson
Iloilo ,1st ,Janette L. Garin ,Lakas-Kampi-CMD ,2,14,Janette,Garin
Iloilo ,2nd ,Judy J. Syjuco ,Lakas-Kampi-CMD ,2,14,Judy,Syjuco
Iloilo ,3rd ,"Arthur D. Defensor, Sr. ",Lakas-Kampi-CMD ,3,14,Arthur,Defensor
Iloilo ,4th ,Ferjenel G. Biron ,Nacionalista ,2,14,Ferjenel,Biron
Iloilo ,5th ,"Niel C. Tupas, Jr. ",Liberal/UGYON ,1,14,Niel,Tupas
Iloilo City ,Lone ,"Raul T. Gonzalez, Jr. ",Lakas-Kampi-CMD ,2,14,Raul,Gonzalez
Isabela ,1st ,Rodolfo T. Albano ,Lakas-Kampi-CMD ,2,14,Rodolfo,Albano
Isabela ,2nd ,Edwin C. Uy ,Liberal ,3,14,Edwin,Uy
Isabela ,3rd ,Faustino G. Dy III ,NPC ,3,14,Faustino,Dy
Isabela ,4th ,Giorgidi B. Aggabao ,NPC ,1,14,Giorgidi,Aggabao
Kalinga ,Lone ,Manuel S. Agyao ,Lakas-Kampi-CMD ,1,14,Manuel,Agyao
La Union ,1st ,Victor Francisco C. Ortega ,Lakas-Kampi-CMD ,1,14,Victor,Ortega
La Union ,2nd ,"Tomas M. Dumpit, Jr. ",Lakas-Kampi-CMD ,1,14,Tomas,Dumpit
Laguna ,1st ,Danilo Ramon S. Fernandez[n 4] ,Lakas-Kampi-CMD ,1,14,Danilo,""
Laguna ,2nd ,Justin Marc S.B. Chipeco ,Nacionalista ,2,14,Justin,Chipeco
Laguna ,3rd ,Maria Evita R. Arago ,Liberal ,1,14,Maria,Arago
Laguna ,4th ,Edgar S. San Luis ,NPC ,1,14,Edgar,Luis
Lanao del Norte ,1st ,"Vicente F. Belmonte, Jr. ",Liberal ,1,14,Vicente,Belmonte
Lanao del Norte ,2nd ,Abdullah D. Dimaporo ,Lakas-Kampi-CMD ,3,14,Abdullah,Dimaporo
Lanao del Sur ,1st ,Faysah R.P.M. Dumarpa ,Nacionalista ,3,14,Faysah,Dumarpa
Lanao del Sur ,2nd ,Pangalian M. Balindong ,Lakas-Kampi-CMD ,1,14,Pangalian,Balindong
Las Piñas City ,Lone ,Cynthia A. Villar ,Nacionalista ,3,14,Cynthia,Villar
Leyte ,1st ,Ferdinand Martin G. Romualdez ,Lakas-Kampi-CMD ,1,14,Ferdinand,Romualdez
Leyte ,2nd ,Trinidad G. Apostol ,Lakas-Kampi-CMD ,3,14,Trinidad,Apostol
Leyte ,3rd ,"Andreas D. Salvacion, Jr. ",Lakas-Kampi-CMD ,1,14,Andreas,Salvacion
Leyte ,4th ,"Eufrocino C. Codilla, Sr. ",Lakas-Kampi-CMD ,3,14,Eufrocino,Codilla
Leyte ,5th ,Carmen L. Cari ,Lakas-Kampi-CMD ,3,14,Carmen,Cari
Maguindanao ,1st ,Didagen P. Dilangalen ,PMP ,1,14,Didagen,Dilangalen
Maguindanao ,2nd ,Simeon A. Datumanong ,Lakas-Kampi-CMD ,2,14,Simeon,Datumanong
Makati City ,1st ,"Teodoro L. Locsin, Jr. ",PDP-Laban ,3,14,Teodoro,Locsin
Makati City ,2nd ,Mar-Len Abigail S. Binay ,PDP-Laban ,1,14,Mar-Len,Binay
Malabon City–Navotas City ,Lone ,Josephine R. Lacson-Noel[n 5][21] ,NPC ,1,14,Josephine,""
Mandaluyong City ,Lone ,Neptali M. Gonzales II ,Liberal ,1,14,Neptali,Gonzales
Manila ,1st ,Benjamin D.R. Asilo ,Liberal/KKK ,1,14,Benjamin,Asilo
Manila ,2nd ,Jaime C. Lopez ,Liberal/KKK ,3,14,Jaime,Lopez
Manila ,3rd ,Maria Zenaida B. Angping ,NPC ,1,14,Maria,Angping
Manila ,4th ,Maria Theresa B. David ,Lakas-Kampi-CMD ,1,14,Maria,David
Manila ,5th ,Amado S. Bagatsing ,Lakas-Kampi-CMD ,1,14,Amado,Bagatsing
Manila ,6th ,"Bienvenido M. Abante, Jr. ",Lakas-Kampi-CMD ,2,14,Bienvenido,Abante
Marikina City ,1st ,Marcelino Teodoro ,Independent ,1,14,Marcelino,Teodoro
Marikina City ,2nd ,Del R. De Guzman ,Liberal ,3,14,Del,Guzman
Marinduque ,Lone ,Carmencita O. Reyes ,Liberal ,1,14,Carmencita,Reyes
Masbate ,1st ,"Narciso R. Bravo, Jr. ",Lakas-Kampi-CMD ,2,14,Narciso,Bravo
Masbate ,2nd ,Antonio T. Kho ,Lakas-Kampi-CMD ,1,14,Antonio,Kho
Masbate ,3rd ,Rizalina L. Seachon-Lanete ,NPC ,2,14,Rizalina,Seachon-Lanete
Misamis Occidental ,1st ,Marina P. Clarete ,Nacionalista ,1,14,Marina,Clarete
Misamis Occidental ,2nd ,Herminia D. Ramiro ,Lakas-Kampi-CMD ,3,14,Herminia,Ramiro
Misamis Oriental ,1st ,Vacant[n 6] , ,,14,Vacantn,""
Misamis Oriental ,2nd ,Yevgeny Vicente B. Emano ,Nacionalista ,1,14,Yevgeny,Emano
Mountain Province ,Lone ,Vacant[n 7] , ,,14,Vacantn,""
Muntinlupa City ,Lone ,Rozzano Rufino B. Biazon ,Liberal ,3,14,Rozzano,Biazon
Negros Occidental ,1st ,Julio A. Ledesma IV ,NPC ,1,14,Julio,Ledesma
Negros Occidental ,2nd ,Alfredo D. Marañon III ,Lakas-Kampi-CMD ,2,14,Alfredo,Marañon
Negros Occidental ,3rd ,Jose Carlos V. Lacson ,Lakas-Kampi-CMD/UNA ,3,14,Jose,Lacson
Negros Occidental ,4th ,Jeffrey P. Ferrer ,NPC ,1,14,Jeffrey,Ferrer
Negros Occidental ,5th ,"Ignacio T. Arroyo, Jr. ",Lakas-Kampi-CMD/UNA ,2,14,Ignacio,Arroyo
Negros Occidental ,6th ,"Genaro M. Alvarez, Jr. ",NPC ,1,14,Genaro,Alvarez
Negros Oriental ,1st ,Jocelyn S. Limkaichong ,Liberal ,1,14,Jocelyn,Limkaichong
Negros Oriental ,2nd ,George P. Arnaiz ,NPC ,1,14,George,Arnaiz
Negros Oriental ,3rd ,Pryde Henry A. Teves ,Lakas-Kampi-CMD ,1,14,Pryde,Teves
North Cotabato ,1st ,Emmylou J. Taliño-Mendoza ,Lakas-Kampi-CMD ,3,14,Emmylou,Taliño-Mendoza
North Cotabato ,2nd ,"Bernardo F. Piñol, Jr. ",Liberal ,1,14,Bernardo,Piñol
Northern Samar ,1st ,Paul R. Daza ,Liberal ,1,14,Paul,Daza
Northern Samar ,2nd ,Emil L. Ong ,Lakas-Kampi-CMD ,1,14,Emil,Ong
Nueva Ecija ,1st ,Eduardo Nonato N. Joson ,Independent/BALANE ,1,14,Eduardo,Joson
Nueva Ecija ,2nd ,Joseph Gilbert F. Violago ,Lakas-Kampi-CMD ,1,14,Joseph,Violago
Nueva Ecija ,3rd ,Czarina D. Umali ,Lakas-Kampi-CMD ,1,14,Czarina,Umali
Nueva Ecija ,4th ,Rodolfo W. Antonino ,Lakas-Kampi-CMD ,2,14,Rodolfo,Antonino
Nueva Vizcaya ,Lone ,Carlos M. Padilla ,Nacionalista/Abante ,1,14,Carlos,Padilla
Occidental Mindoro ,Lone ,Ma. Amelita C. Villarosa ,Lakas-Kampi-CMD ,2,14,Amelita,Villarosa
Oriental Mindoro ,1st ,Rodolfo G. Valencia ,Lakas-Kampi-CMD ,2,14,Rodolfo,Valencia
Oriental Mindoro ,2nd ,"Alfonso V. Umali, Jr. ",Liberal ,3,14,Alfonso,Umali
Palawan ,1st ,Antonio C. Alvarez ,Lakas-Kampi-CMD ,2,14,Antonio,Alvarez
Palawan ,2nd ,Abraham Kahlil B. Mitra ,Liberal ,3,14,Abraham,Mitra
Pampanga ,1st ,Carmelo F. Lazatin ,Lakas-Kampi-CMD ,1,14,Carmelo,Lazatin
Pampanga ,2nd ,Juan Miguel M. Arroyo ,Lakas-Kampi-CMD ,2,14,Juan,Arroyo
Pampanga ,3rd ,"Aurelio D. Gonzales, Jr. ",Lakas-Kampi-CMD ,1,14,Aurelio,Gonzales
Pampanga ,4th ,Anna York P. Bondoc ,Nacionalista ,2,14,Anna,Bondoc
Pangasinan ,1st ,Arthur F. Celeste ,Lakas-Kampi-CMD ,2,14,Arthur,Celeste
Pangasinan ,2nd ,Victor F. Agbayani ,Liberal ,1,14,Victor,Agbayani
Pangasinan ,3rd ,Ma. Rachel J. Arenas ,Lakas-Kampi-CMD ,1,14,Rachel,Arenas
Pangasinan ,4th ,"Jose C. de Venecia, Jr. ",Independent ,3,14,Jose,Venecia
Pangasinan ,5th ,Marcos O. Cojuangco ,NPC ,3,14,Marcos,Cojuangco
Pangasinan ,6th ,Conrado M. Estrella III ,NPC ,3,14,Conrado,Estrella
Parañaque City ,1st ,Eduardo C. Zialcita ,Nacionalista ,3,14,Eduardo,Zialcita
Parañaque City ,2nd ,Roilo S. Golez ,Liberal ,2,14,Roilo,Golez
Pasay City ,Lone ,Jose Antonio F. Roxas ,Lakas-Kampi-CMD ,1,14,Jose,Roxas
Pasig City ,Lone ,Roman T. Romulo ,Lakas-Kampi-CMD ,1,14,Roman,Romulo
Quezon ,1st ,Wilfrido Mark C. Enverga ,Nacionalista ,1,14,Wilfrido,Enverga
Quezon ,2nd ,Proceso J. Alcala ,Liberal ,2,14,Proceso,Alcala
Quezon ,3rd ,Danilo E. Suarez ,Lakas-Kampi-CMD ,2,14,Danilo,Suarez
Quezon ,4th ,Lorenzo R. Tanada III ,Liberal ,2,14,Lorenzo,Tanada
Quezon City ,1st ,Vincent P. Crisologo ,Nacionalista ,2,14,Vincent,Crisologo
Quezon City ,2nd ,Mary Ann L. Susano ,PMP ,2,14,Mary,Susano
Quezon City ,3rd ,"Matias V. Defensor, Jr. ",Lakas-Kampi-CMD ,2,14,Matias,Defensor
Quezon City ,4th ,Nanette Castelo-Daza ,Liberal ,3,14,Nanette,Castelo-Daza
Quirino ,Lone ,Junie E. Cua ,Lakas-Kampi-CMD ,3,14,Junie,Cua
Rizal ,1st ,Michael John R. Duavit ,NPC ,3,14,Michael,Duavit
Rizal ,2nd ,Adeline Rodriguez-Zaldarriaga ,NPC ,1,14,Adeline,Rodriguez-Zaldarriaga
Romblon ,Lone ,Eleandro Jesus F. Madrona ,Nacionalista ,1,14,Eleandro,Madrona
Samar ,1st ,Reynaldo S. Uy ,Lakas-Kampi-CMD ,3,14,Reynaldo,Uy
Samar ,2nd ,Sharee Ann S. Tan ,Lakas-Kampi-CMD ,1,14,Sharee,Tan
San Jose del Monte City ,Lone ,Arturo C. Robes ,Lakas-Kampi-CMD ,1,14,Arturo,Robes
San Juan City ,Lone ,Ronaldo B. Zamora ,Nacionalista ,3,14,Ronaldo,Zamora
Sarangani ,Lone ,Erwin L. Chongbian ,Lakas-Kampi-CMD/SARRO ,3,14,Erwin,Chongbian
Siquijor ,Lone ,Orlando B. Fua ,Lakas-Kampi-CMD ,1,14,Orlando,Fua
Sorsogon ,1st ,Salvador H. Escudero III ,NPC ,1,14,Salvador,Escudero
Sorsogon ,2nd ,Jose G. Solis ,Lakas-Kampi-CMD ,3,14,Jose,Solis
South Cotabato ,1st ,Darlene R. Antonino-Custodio ,NPC/AIM ,3,14,Darlene,Antonino-Custodio
South Cotabato ,2nd ,"Arthur Y. Pingoy, Jr. ",Lakas-Kampi-CMD ,3,14,Arthur,Pingoy
Southern Leyte ,Lone ,Roger G. Mercado ,Lakas-Kampi-CMD ,2,14,Roger,Mercado
Sultan Kudarat ,1st ,Datu Pax S. Mangudadatu ,Lakas-Kampi-CMD ,1,14,Datu,Mangudadatu
Sultan Kudarat ,2nd ,Arnold F. Go ,Lakas-Kampi-CMD ,1,14,Arnold,Go
Sulu ,1st ,Yusoph H. Jikri ,NPC ,1,14,Yusoph,Jikri
Sulu ,2nd ,Munir M. Arbison ,NPC ,3,14,Munir,Arbison
Surigao del Norte ,1st ,Francisco T. Matugas ,Lakas-Kampi-CMD/Padajon ,1,14,Francisco,Matugas
Surigao del Norte ,2nd ,"Guillermo A. Romarate, Jr. ",Lakas-Kampi-CMD/Padajon ,1,14,Guillermo,Romarate
Surigao del Sur ,1st ,Philip A. Pichay ,Lakas-Kampi-CMD ,1,14,Philip,Pichay
Surigao del Sur ,2nd ,Florencio C. Garay ,Nacionalista ,1,14,Florencio,Garay
Taguig City ,Lone ,Angelito P. Reyes ,Lingkod Taguig ,1,14,Angelito,Reyes
Taguig City–Pateros ,Lone ,Ma. Laarni L. Cayetano ,Nacionalista ,1,14,Laarni,Cayetano
Tarlac ,1st ,Monica Louie Prieto-Teodoro ,Lakas-Kampi-CMD ,1,14,Monica,Prieto-Teodoro
Tarlac ,2nd ,Vacant[n 8][22] , ,,14,Vacantn,""
Tarlac ,3rd ,Jeci A. Lapus ,Lakas-Kampi-CMD ,1,14,Jeci,Lapus
Tawi-Tawi ,Lone ,Nur G. Jaafar ,Lakas-Kampi-CMD ,2,14,Nur,Jaafar
Valenzuela City ,1st ,Rexlon T. Gatchalian ,NPC ,1,14,Rexlon,Gatchalian
Valenzuela City ,2nd ,Magtanggol T. Gunigundo I ,Lakas-Kampi-CMD ,1,14,Magtanggol,Gunigundo
Zambales ,1st ,Ma. Milagros H. Magsaysay ,Lakas-Kampi-CMD ,2,14,Milagros,Magsaysay
Zambales ,2nd ,Antonio M. Diaz ,Lakas-Kampi-CMD ,2,14,Antonio,Diaz
Zamboanga City ,1st ,Maria Isabelle G. Climaco ,Liberal ,1,14,Maria,Climaco
Zamboanga City ,2nd ,Erico Basilio A. Fabian ,Nacionalista ,2,14,Erico,Fabian
Zamboanga del Norte ,1st ,Cecilia G. Jalosjos-Carreon ,Lakas-Kampi-CMD ,3,14,Cecilia,Jalosjos-Carreon
Zamboanga del Norte ,2nd ,Rosendo S. Labadlabad ,Liberal ,1,14,Rosendo,Labadlabad
Zamboanga del Norte ,3rd ,Cesar G. Jalosjos ,Lakas-Kampi-CMD ,2,14,Cesar,Jalosjos
Zamboanga del Sur ,1st ,Victor J. Yu ,NPC ,1,14,Victor,Yu
Zamboanga del Sur ,2nd ,Antonio H. Cerilles ,Lakas-Kampi-CMD ,2,14,Antonio,Cerilles
Zamboanga Sibugay ,1st ,Belma A. Cabilao ,Lakas-Kampi-CMD ,3,14,Belma,Cabilao
Zamboanga Sibugay ,2nd ,Dulce Ann K. Hofer ,Lakas-Kampi-CMD ,1,14,Dulce,Hofer
